0 0 245.54396210830092
0 1 1.3598320763975096
0 2 119.60723770160496
1 0 -274.93101422555975
1 1 -190.42842705465316
1 2 -510.91642883582085
2 0 -26.128735747169134
2 1 266.36461554735274
2 2 87.52452346772415
3 0 531.4428755317925
3 1 303.86218019545817
3 2 349.069497864537
4 0 -109.11103864932598
4 1 -65.02758775604823
4 2 -27.402064019436065
5 0 459.0302692771695
5 1 334.36127283235936
5 2 341.30197916976437
6 0 -87.81625185086352
6 1 -180.68383123159438
6 2 34.47029149781924
7 0 304.28004727821224
7 1 833.0124554832554
7 2 603.967739471264
8 0 160.76248478661972
8 1 -8.56999227107563
8 2 28.966127319110946
9 0 318.4414840018923
9 1 157.6011845514369
9 2 506.4843046697002
10 0 63.558957585987834
10 1 109.68884317115806
10 2 47.46816358894526
11 0 260.9541869110962
11 1 285.0124340026131
11 2 757.5600541030456
12 0 267.40505550982715
12 1 162.55591964923767
12 2 389.5536766150209
13 0 -127.3678844549393
13 1 -201.61517060658235
13 2 -206.8284791081563
14 0 -38.723786399020476
14 1 100.21423628007796
14 2 -239.05210847661337
15 0 23.88930576581293
15 1 -260.58747971244424
15 2 64.50305245101268
16 0 294.69852876503194
16 1 594.8978320862304
16 2 347.727683754999
17 0 328.6028897827643
17 1 197.21722195770025
17 2 -48.639835597767544
18 0 21.420220133440388
18 1 55.483700965876665
18 2 194.21756641771367
19 0 488.7162362892064
19 1 268.6652719429828
19 2 507.3370646289507
20 0 -89.72470935131696
20 1 -623.7112141877952
20 2 -628.2992141697621
21 0 -271.2516389370542
21 1 -361.65819341698347
21 2 -88.34563920888297
22 0 95.32866457695167
22 1 -25.605664494686266
22 2 -94.45860847410857
23 0 -231.44957560751223
23 1 -323.6425406008973
23 2 -318.11174248483144
24 0 243.64217041502076
24 1 166.92801657342235
24 2 -66.18390456444267
25 0 546.268460566949
25 1 429.37897389245455
25 2 469.02952619992544
26 0 188.39363641436717
26 1 101.315490944583
26 2 29.469251517918934
27 0 25.4971889071822
27 1 -34.547862919635854
27 2 243.94812547518288
28 0 52.954049908482965
28 1 325.02398419929114
28 2 261.02805512028
29 0 -240.60163046822166
29 1 -341.32105512772995
29 2 -285.42728389064814
30 0 -99.1958942418032
30 1 -143.2875827352775
30 2 39.291374593380674
31 0 412.352282556895
31 1 125.4451318635567
31 2 18.40722910208569
32 0 -446.72675724514266
32 1 -351.3358529192106
32 2 -606.1531307741147
33 0 -171.3287161923506
33 1 -20.592114032093686
33 2 -153.9327515410934
34 0 -248.91433131077036
34 1 -57.97014047330884
34 2 -485.44798756643553
35 0 -378.82593220537717
35 1 -107.7359324103161
35 2 -73.7261317854561
36 0 -344.72667106204733
36 1 -268.7743931363724
36 2 -317.59256592715525
37 0 44.53657329798732
37 1 -3.360909991502662
37 2 -306.8396331553662
38 0 58.82598067528648
38 1 48.46083724991434
38 2 299.1260353397077
39 0 404.4936321646074
39 1 70.13640705784448
39 2 120.51556727746723
40 0 722.2126963664938
40 1 691.3605240976581
40 2 849.108926311361
41 0 -10.948629664358364
41 1 94.19918621106001
41 2 -64.54770335944276
42 0 -567.6639829183518
42 1 -190.75180097296214
42 2 -274.9427798477741
43 0 -314.627432803623
43 1 -361.89907791820826
43 2 -395.96595884124775
44 0 -446.1224876447887
44 1 -529.496474522652
44 2 -668.4953686228833
45 0 13.614737672454435
45 1 283.3537126531817
45 2 -105.00349635087716
46 0 -95.3155978410453
46 1 -218.07883565674
46 2 -141.60704394014735
47 0 -44.240093713192636
47 1 18.449260190836263
47 2 -130.10169963678976
48 0 -160.49779150104723
48 1 -224.90127091528888
48 2 -417.19805816423747
49 0 -262.78255521347796
49 1 -254.99649390109806
49 2 -300.35208868150016
50 0 337.56336068539395
50 1 117.48891696644083
50 2 191.16158590350855
51 0 -174.98644298684346
51 1 124.74973411783479
51 2 -94.74629633563043
52 0 137.5247570603008
52 1 288.09116975578297
52 2 274.4444547990819
53 0 141.0520153805459
53 1 -176.4304005838372
53 2 -41.13740445111663
54 0 393.0305197088196
54 1 -89.06622334806296
54 2 338.6062355681564
55 0 75.37832475374834
55 1 351.6060414482293
55 2 169.77475558427835
56 0 454.2178928128896
56 1 414.2585203779435
56 2 380.82736738422165
57 0 -146.05163042837148
57 1 -153.02840906828422
57 2 -123.18633203515516
58 0 41.52401484626829
58 1 170.0451869649096
58 2 257.5921075807019
59 0 -802.3594753489467
59 1 -470.27794324216825
59 2 -823.6194053869508
60 0 125.95675807163491
60 1 398.46024048540096
60 2 270.1431771352683
61 0 -128.43276865411923
61 1 -194.68964091409958
61 2 83.42293579449822
62 0 -752.4505872028891
62 1 -668.4993635200964
62 2 -769.9247534022267
63 0 -247.6696692436822
63 1 -209.2958081691079
63 2 -283.5090525070237
64 0 -115.92612027834846
64 1 -75.90684252209077
64 2 -163.19784420467337
65 0 461.5996492709403
65 1 58.73540320422271
65 2 273.38207980851746
66 0 77.57653717638794
66 1 -224.03372603688464
66 2 -92.49952294684914
67 0 -84.03731881082258
67 1 197.72276647193368
67 2 140.88352259955118
68 0 -392.94261154378586
68 1 -430.0857667912858
68 2 -572.8987842403719
69 0 11.908703583652896
