0 0 0 0.5386638567073913
0 0 1 -1.1530581335279095
0 0 2 1.1825273210357683
0 0 3 0.1944768769744004
0 0 4 0.8887085539970744
0 1 0 1.9753961434186442
0 1 1 1.4049202658337492
0 1 2 -0.2514195148271579
0 1 3 -0.512800274126977
0 1 4 -0.2196958320615353
0 2 0 -0.5166533447216463
0 2 1 1.0297907392663055
0 2 2 0.026245460745830267
0 2 3 -1.88566693631041
0 2 4 -0.5215186272693291
0 3 0 -0.4225269730761142
0 3 1 -0.12842712538405532
0 3 2 0.16916580148799523
0 3 3 -0.41863459870436814
0 3 4 -0.13322660818133777
0 4 0 -0.5450513642880227
0 4 1 -0.6641133314207017
0 4 2 0.19860353445745293
0 4 3 -0.0258994638262736
0 4 4 -0.6163833583767513
0 5 0 0.5013447565038418
0 5 1 1.74988815697211
0 5 2 -0.9932254272342584
0 5 3 -0.1906490728600261
0 5 4 0.6464014763851691
1 0 0 -1.3343037640080475
1 0 1 -0.5554560151409305
1 0 2 0.5378920440105682
1 0 3 -1.4475031220845955
1 0 4 0.22157021658355697
1 1 0 0.590438082710354
1 1 1 -0.06737824514493797
1 1 2 -1.0904849421283864
1 1 3 1.2168764990550953
1 1 4 -0.91282836682848
1 2 0 0.08844989266572212
1 2 1 0.0978302824080407
1 2 2 0.18170010090100647
1 2 3 -0.20902016163441067
1 2 4 -1.1886588259223323
1 3 0 -0.9975455517933912
1 3 1 0.3867353304230275
1 3 2 0.1368953604526391
1 3 3 -0.6253922538095552
1 3 4 -0.5625900217544376
1 4 0 -1.286909563620939
1 4 1 0.055263083128819834
1 4 2 0.6552768146290459
1 4 3 0.37374230655476
1 4 4 0.5144528028978518
1 5 0 -1.3584287641449264
1 5 1 -0.39289866629782
1 5 2 1.0139037945286555
1 5 3 0.8131421141068156
1 5 4 -0.7570799849093591
2 0 0 -0.6318973920992744
2 0 1 -0.8617266013753379
2 0 2 0.2968344186425708
2 0 3 -0.7483437327026539
2 0 4 0.20540766201851757
2 1 0 -0.05427823729272325
2 1 1 -0.8294003183420422
2 1 2 0.9243929303662591
2 1 3 0.30731776570275626
2 1 4 0.7075419923692968
2 2 0 1.1704942119192103
2 2 1 0.6433800036804658
2 2 2 -0.37873683042395445
2 2 3 -0.20033172944670782
2 2 4 1.6572038019454547
2 3 0 0.23543396795460605
2 3 1 1.8027532177250702
2 3 2 1.1431410239247353
2 3 3 0.2063641161180857
2 3 4 -0.8003941142885919
2 4 0 1.1997115170042767
2 4 1 0.8416540721131283
2 4 2 -0.973831015198763
2 4 3 -0.8731453548027938
